Id Producción,Fecha producción,Unidades,Beneficio total,Referencia pieza,Nombre pieza,Categoría pieza,Beneficio por pieza,Tiempo fabricación (segs),Id Fábrica,Nombre fábrica,País fábrica
204,12/08/20,558,"3783,24",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2285,3,Fría,Canadá
205,16/02/21,98,"751,66",L94783,rosca BSP hembra,Letreros,"7,67",3117,4,Desértica,Mongolia
206,14/06/18,946,"16999,62",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",931,3,Fría,Canadá
207,25/04/20,145,"822,15",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3409,3,Fría,Canadá
208,23/07/18,3,"32,94",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",272,1,Soleada,España
209,17/06/22,35,"89,6",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2798,4,Desértica,Mongolia
210,07/06/18,76,"194,56",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3599,4,Desértica,Mongolia
211,19/11/19,12930,"27670,2",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2460,4,Desértica,Mongolia
212,04/01/21,3934,"13650,98",L64283,Racor de reducción,Letreros,"3,47",3043,4,Desértica,Mongolia
213,02/07/19,24,"104,16",L94253,rosca BSP macho,Letreros,"4,34",269,4,Desértica,Mongolia
214,12/08/20,399,"1288,77",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1583,2,Nublada,Inglaterra
215,23/08/20,27,"117,18",L94253,rosca BSP macho,Letreros,"4,34",695,4,Desértica,Mongolia
216,02/02/21,94,"637,32",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",278,4,Desértica,Mongolia
217,20/09/22,31,"175,77",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1453,3,Fría,Canadá
218,17/11/21,43,"922,35",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1648,1,Soleada,España
219,28/08/18,29470,"102260,9",L64283,Racor de reducción,Letreros,"3,47",992,2,Nublada,Inglaterra
220,31/12/22,41,"314,47",L94783,rosca BSP hembra,Letreros,"7,67",933,4,Desértica,Mongolia
221,21/04/21,180,"1220,4",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",643,3,Fría,Canadá
222,26/12/21,12,"215,64",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",508,3,Fría,Canadá
223,07/07/20,974,"10694,52",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2600,2,Nublada,Inglaterra
224,02/11/21,49650,106251,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1047,3,Fría,Canadá
225,20/09/21,33,"187,11",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",909,4,Desértica,Mongolia
226,17/05/22,3105,"6644,7",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",531,4,Desértica,Mongolia
227,21/06/20,112200,240108,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1894,3,Fría,Canadá
228,14/03/18,13800,29532,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1538,3,Fría,Canadá
229,18/10/21,904,"5125,68",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2514,1,Soleada,España
230,03/11/18,983,"3175,09",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1982,1,Soleada,España
231,20/01/21,256,"655,36",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3561,3,Fría,Canadá
232,18/12/21,1,"21,45",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2613,2,Nublada,Inglaterra
233,05/07/20,547,"2554,49",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",589,2,Nublada,Inglaterra
234,19/02/21,9,"21,06",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2571,4,Desértica,Mongolia
235,04/03/19,7,"150,15",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2279,1,Soleada,España
236,07/12/21,22,"71,06",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1387,4,Desértica,Mongolia
237,05/09/20,11,"47,74",L94253,rosca BSP macho,Letreros,"4,34",2080,4,Desértica,Mongolia
238,14/07/19,29400,102018,L64283,Racor de reducción,Letreros,"3,47",2920,2,Nublada,Inglaterra
239,28/06/18,969,"4205,46",L94253,rosca BSP macho,Letreros,"4,34",529,1,Soleada,España
240,23/05/22,466,"1192,96",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",603,2,Nublada,Inglaterra
241,29/05/18,7,"150,15",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",475,3,Fría,Canadá
242,21/09/22,2,"15,34",L94783,rosca BSP hembra,Letreros,"7,67",2822,4,Desértica,Mongolia
243,31/05/19,33,"187,11",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3496,4,Desértica,Mongolia
244,17/04/18,111,"284,16",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2407,1,Soleada,España
245,28/06/21,9850,"31815,5",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1950,1,Soleada,España
246,05/06/22,98,"1761,06",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2933,4,Desértica,Mongolia
247,04/04/22,975,"3149,25",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2209,2,Nublada,Inglaterra
248,12/05/20,3800,10564,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1413,2,Nublada,Inglaterra
249,18/08/20,18,"197,64",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1457,4,Desértica,Mongolia
250,15/03/18,89,"977,22",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",384,2,Nublada,Inglaterra
251,14/12/20,38,"164,92",L94253,rosca BSP macho,Letreros,"4,34",1398,4,Desértica,Mongolia
252,16/04/22,762,"5844,54",L94783,rosca BSP hembra,Letreros,"7,67",1070,1,Soleada,España
253,20/11/19,718,"1680,12",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3410,3,Fría,Canadá
254,18/05/22,663,"3759,21",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3281,3,Fría,Canadá
255,12/08/21,133,"429,59",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1226,2,Nublada,Inglaterra
256,17/01/22,909,"2936,07",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3297,2,Nublada,Inglaterra
257,27/05/19,548,"2378,32",L94253,rosca BSP macho,Letreros,"4,34",428,3,Fría,Canadá
258,16/02/21,707,"2283,61",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1593,2,Nublada,Inglaterra
259,11/05/19,73,"316,82",L94253,rosca BSP macho,Letreros,"4,34",109,4,Desértica,Mongolia
260,06/09/18,71,"779,58",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",36,4,Desértica,Mongolia
261,29/11/19,770,"2671,9",L64283,Racor de reducción,Letreros,"3,47",3216,2,Nublada,Inglaterra
262,18/10/21,141,"360,96",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1157,3,Fría,Canadá
263,15/07/22,95,"443,65",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2577,3,Fría,Canadá
264,24/07/20,332,"2250,96",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1315,3,Fría,Canadá
265,21/06/19,58400,162352,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",407,2,Nublada,Inglaterra
266,14/08/21,89,"977,22",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",628,4,Desértica,Mongolia
267,16/12/20,403,"2285,01",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1696,1,Soleada,España
268,23/07/19,874,"2237,44",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",515,1,Soleada,España
269,24/07/18,78,"528,84",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1741,4,Desértica,Mongolia
270,20/05/21,70,"396,9",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1011,4,Desértica,Mongolia
271,20/07/19,63,"1132,11",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",525,4,Desértica,Mongolia
272,18/11/22,53,"171,19",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2583,2,Nublada,Inglaterra
273,02/01/19,67,"513,89",L94783,rosca BSP hembra,Letreros,"7,67",3164,4,Desértica,Mongolia
274,09/10/19,4215,"9020,1",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",598,4,Desértica,Mongolia
275,01/04/21,2,"5,12",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1187,4,Desértica,Mongolia
276,27/08/22,99,"561,33",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",455,4,Desértica,Mongolia
277,28/12/21,4300,11954,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",3131,3,Fría,Canadá
278,13/11/22,32,"351,36",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",577,4,Desértica,Mongolia
279,21/12/20,23,"355,35",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",219,3,Fría,Canadá
280,22/09/18,458,"1987,72",L94253,rosca BSP macho,Letreros,"4,34",3198,2,Nublada,Inglaterra
281,06/02/21,2550,7089,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1719,4,Desértica,Mongolia
282,01/11/22,957,"2449,92",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2995,1,Soleada,España
283,19/09/20,8,"54,24",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",644,4,Desértica,Mongolia
284,06/09/22,733,"4969,74",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1013,2,Nublada,Inglaterra
285,07/02/21,449,"2096,83",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2894,2,Nublada,Inglaterra
286,23/08/20,724,"1853,44",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",908,3,Fría,Canadá
287,22/10/19,504,"3865,68",L94783,rosca BSP hembra,Letreros,"7,67",3115,2,Nublada,Inglaterra
288,16/10/19,912,"6183,36",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1036,3,Fría,Canadá
289,06/07/18,39,"169,26",L94253,rosca BSP macho,Letreros,"4,34",1438,1,Soleada,España
290,13/08/18,487,"1139,58",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2996,1,Soleada,España
291,25/01/21,2,"42,9",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",273,1,Soleada,España
292,29/12/20,95,"1043,1",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",95,4,Desértica,Mongolia
293,12/07/18,73500,204330,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2040,1,Soleada,España
294,03/08/21,80,"878,4",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1584,2,Nublada,Inglaterra
295,17/05/19,64,"702,72",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1888,2,Nublada,Inglaterra
296,09/04/20,874,"4955,58",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1368,3,Fría,Canadá
297,05/04/19,3750,8025,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",855,2,Nublada,Inglaterra
298,28/09/20,115,"499,1",L94253,rosca BSP macho,Letreros,"4,34",1469,1,Soleada,España
299,22/12/22,736,"4173,12",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",200,3,Fría,Canadá
300,08/02/19,85,"576,3",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3128,4,Desértica,Mongolia
301,26/09/22,610,"2647,4",L94253,rosca BSP macho,Letreros,"4,34",2112,1,Soleada,España
302,21/07/20,62,"289,54",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2918,4,Desértica,Mongolia
303,01/12/20,175,"607,25",L64283,Racor de reducción,Letreros,"3,47",168,4,Desértica,Mongolia
304,05/06/20,4,"12,92",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1383,4,Desértica,Mongolia
305,03/03/22,79,"535,62",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1051,3,Fría,Canadá
306,18/10/21,705,"3292,35",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",753,1,Soleada,España
307,20/06/19,34650,"120235,5",L64283,Racor de reducción,Letreros,"3,47",2238,1,Soleada,España
308,22/05/21,19,"293,55",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",727,2,Nublada,Inglaterra
309,28/04/20,88200,245196,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1071,1,Soleada,España
310,30/06/18,15800,43924,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2964,2,Nublada,Inglaterra
311,02/05/21,329,"5083,05",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",607,2,Nublada,Inglaterra
312,10/02/21,111300,238182,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",434,2,Nublada,Inglaterra
313,12/07/22,19670,"68254,9",L64283,Racor de reducción,Letreros,"3,47",1559,2,Nublada,Inglaterra
314,13/10/18,19,"88,73",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2709,3,Fría,Canadá
315,19/12/18,817,"2638,91",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1119,1,Soleada,España
316,25/10/19,899,"5097,33",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2973,3,Fría,Canadá
317,13/06/19,309,"723,06",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2098,1,Soleada,España
318,28/11/19,670,"5138,9",L94783,rosca BSP hembra,Letreros,"7,67",275,1,Soleada,España
319,12/01/18,484,"2260,28",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",269,3,Fría,Canadá
320,28/05/18,847,"3675,98",L94253,rosca BSP macho,Letreros,"4,34",2480,2,Nublada,Inglaterra
321,08/01/19,990,"6712,2",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",948,3,Fría,Canadá
322,29/04/20,341,"2311,98",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1288,3,Fría,Canadá
323,28/08/20,4130,"14331,1",L64283,Racor de reducción,Letreros,"3,47",2594,4,Desértica,Mongolia
324,01/04/22,55,"372,9",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2028,3,Fría,Canadá
325,30/09/20,8,"143,76",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1105,4,Desértica,Mongolia
326,08/12/19,565,"10153,05",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2037,3,Fría,Canadá
327,29/11/19,66800,185704,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",185,1,Soleada,España
328,31/12/19,48,"325,44",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3171,4,Desértica,Mongolia
329,23/01/18,224,"1270,08",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2147,3,Fría,Canadá
330,30/08/18,138,"2132,1",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1902,2,Nublada,Inglaterra
331,10/12/21,255,"1728,9",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1008,1,Soleada,España
332,28/10/22,315,"2416,05",L94783,rosca BSP hembra,Letreros,"7,67",833,4,Desértica,Mongolia
333,01/07/21,54,"970,38",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",78,4,Desértica,Mongolia
334,25/10/19,13,"99,71",L94783,rosca BSP hembra,Letreros,"7,67",1722,4,Desértica,Mongolia
335,18/03/18,95500,265490,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",315,3,Fría,Canadá
336,20/11/19,4046,"14039,62",L64283,Racor de reducción,Letreros,"3,47",3585,4,Desértica,Mongolia
337,25/11/22,432,"1395,36",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1043,1,Soleada,España
338,28/12/22,62,"200,26",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",635,4,Desértica,Mongolia
339,17/11/21,492,"5402,16",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1585,1,Soleada,España
340,30/08/18,79,"1220,55",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2845,4,Desértica,Mongolia
341,22/01/21,240,"1120,8",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3566,3,Fría,Canadá
342,01/10/21,877,"2245,12",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3080,2,Nublada,Inglaterra
343,13/02/20,64,"490,88",L94783,rosca BSP hembra,Letreros,"7,67",663,2,Nublada,Inglaterra
344,03/06/19,7,"22,61",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3055,4,Desértica,Mongolia
345,15/07/19,179,"3216,63",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1134,3,Fría,Canadá
346,05/01/20,41,"277,98",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",851,3,Fría,Canadá
347,16/03/20,25,"274,5",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1476,4,Desértica,Mongolia
348,03/08/21,110700,236898,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2213,1,Soleada,España
349,31/07/19,48,"122,88",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2977,1,Soleada,España
350,27/11/20,638,"4325,64",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2434,1,Soleada,España
351,26/11/18,323,"1508,41",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1354,2,Nublada,Inglaterra
352,04/08/20,849,"15256,53",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3349,1,Soleada,España
353,08/02/20,207,"1403,46",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",187,3,Fría,Canadá
354,05/12/18,60,"128,4",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3040,4,Desértica,Mongolia
355,04/02/21,5278,"18314,66",L64283,Racor de reducción,Letreros,"3,47",505,4,Desértica,Mongolia
356,13/08/19,7650,16371,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1986,2,Nublada,Inglaterra
357,15/11/22,137,"320,58",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3227,1,Soleada,España
358,31/10/19,9,"69,03",L94783,rosca BSP hembra,Letreros,"7,67",2738,4,Desértica,Mongolia
359,15/07/19,88300,245474,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2269,1,Soleada,España
360,20/05/18,95,"538,65",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",118,3,Fría,Canadá
361,12/04/20,5,"107,25",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",757,4,Desértica,Mongolia
362,14/10/18,193,"901,31",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3434,2,Nublada,Inglaterra
363,30/01/20,504,"9056,88",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2361,1,Soleada,España
364,03/04/22,208,"3213,6",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2128,3,Fría,Canadá
365,02/11/21,243,"1863,81",L94783,rosca BSP hembra,Letreros,"7,67",3227,2,Nublada,Inglaterra
366,15/01/18,38,"815,1",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2789,1,Soleada,España
367,13/11/20,39,"221,13",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1669,3,Fría,Canadá
368,19/04/21,772,"5234,16",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1201,3,Fría,Canadá
